Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Moujuutsukai to Oujisama: Snow Bride,PS2,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Detective Jinguuji Saburo: Ronde Revenge,3DS,2012.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,,
Meitantei Evangelion,PS2,2007.0,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,,
Tsuyo Kiss 2 Portable,PSP,2010.0,Adventure,NetRevo,0.0,0.0,0.02,0.0,0.02,,,,,,
Butt-Ugly Martians: Zoom or Doom!,PS2,2002.0,Racing,Vivendi Games,0.01,0.01,0.0,0.0,0.02,,,,,,
Mar Heaven: Karudea no Akuma,DS,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Vampire Mansion: Linda Hyde,DS,2011.0,Adventure,,0.0,0.02,0.0,0.0,0.02,,,,,Easy Interactive,E10+
Brain Dead 13,PS,1996.0,Adventure,Coconuts Japan,0.01,0.01,0.0,0.0,0.02,,,,,,
Robotics;Notes,X360,2012.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007.0,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Dungeons & Dragons: Shadow over Mystara,PS3,2013.0,Role-Playing,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,,
Command & Conquer 3: Deluxe Edition,PC,2008.0,Strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02,,,,,,
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Aquanaut's Holiday,PS,1995.0,Adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,
Hakuoki: Shinkai - Hana no Shou,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Hot 'n' Cold,DS,2009.0,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,
Nisenochigiri,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Last Escort,PS2,2006.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002.0,Action,Takara,0.0,0.0,0.02,0.0,0.02,,,,,,
Meikyuu Cross Blood: Reloaded,X360,2011.0,Action,,0.0,0.0,0.02,0.0,0.02,,,,,,
Livly Garden,DS,2010.0,Simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005.0,Misc,,0.01,0.01,0.0,0.0,0.02,,,,,,
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,,,,,
Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Natalie Brooks: Mystery at Hillcrest High,DS,2012.0,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02,,,,,,
Gal Gun,PS3,2012.0,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
Hakuouki: Yuugi Roku DS,DS,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005.0,Role-Playing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,
Toki no Kizuna: Hanayui Tsuzuri,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Rinne no Lagrange: Kamogawa Days,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Code R,SAT,1998.0,Adventure,Quintet,0.0,0.0,0.02,0.0,0.02,,,,,,
The Idolmaster: Gravure For You! Vol.8,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Spirits and Demons: 5 Game Pack,PC,2015.0,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,,,,,,
Disney Sports Football,GBA,2002.0,Sports,,0.01,0.01,0.0,0.0,0.02,62.0,4.0,tbd,,Konami,E
Net High,PSV,2015.0,Adventure,Marvelous Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Hakuoki: Shinkai - Furi no Shou,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Demolition Company: Gold Edition,PC,2011.0,Simulation,,0.0,0.02,0.0,0.0,0.02,,,tbd,,Giants Software,
Onechanbara Special,PSP,2011.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Daikaijuu Battle: Ultra Coliseum,Wii,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Saki: Achiga-Hen Portable,PSP,2013.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008.0,Misc,Dorart,0.0,0.0,0.02,0.0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Jinguuji Saburou DS: Akai Chou,DS,2010.0,Adventure,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,,
Dance Dance Revolution Extra Mix,PS,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
UnchainBlades EXXiV,PSP,2012.0,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02,,,,,,
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Super Bowling,N64,1999.0,Sports,Athena,0.02,0.0,0.0,0.0,0.02,,,,,,
Rat Attack!,N64,2000.0,Puzzle,Mindscape,0.02,0.0,0.0,0.0,0.02,,,,,,
Kawaii Koinu DS 3,DS,2010.0,Simulation,MTO,0.0,0.0,0.02,0.0,0.02,,,,,,
Chuugen no Hasha: Sangoku Shouseiden,PSP,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Resident Evil 4 HD,XOne,2016.0,Shooter,Capcom,0.02,0.0,0.0,0.0,0.02,,,,,,
Largo Winch .// Commando Sar,PS,2002.0,Adventure,Ubisoft,0.01,0.01,0.0,0.0,0.02,,,,,,
Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,,,,,,
Cross Treasures,DS,2009.0,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02,,,,,,
Fast & Furious: Showdown,PS3,2013.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,,,,,,
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009.0,Racing,System 3 Arcade Software,0.0,0.02,0.0,0.0,0.02,,,,,,
Silent Bomber,PS,1999.0,Action,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,,,,,,
Samurai & Dragons,PSV,2012.0,Action,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,,,,,
PDC World Championship Darts: Pro Tour,X360,2010.0,Sports,O-Games,0.0,0.02,0.0,0.0,0.02,,,,,,
TalkMan,PSP,2006.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Uta no * Prince-Sama,PSP,2010.0,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,,
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,,,,,
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Mushishi: Amefuru Sato,DS,2008.0,Simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Timmy Time,DS,2011.0,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,,,,,,
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012.0,Action,Comfort,0.0,0.0,0.02,0.0,0.02,,,,,,
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,,,,,
Airport Simulator,PC,2011.0,Simulation,,0.0,0.02,0.0,0.0,0.02,,,,,,
Winning Post 7: Maximum 2007,PS2,2007.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010.0,Action,Russel,0.0,0.0,0.02,0.0,0.02,,,,,,
Vitamin R,PSP,2013.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Angelique Retour,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Gakuen K: Wonderful School Days,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006.0,Action,Atari,0.01,0.01,0.0,0.0,0.02,,,,,,
Guitar Freaks V2 & DrumMania V2,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Dance! It's Your Stage,PS3,2011.0,Misc,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,,,,,,
CV Casting Voice,PS3,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Pastel Chime Continue,PSP,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Zwei!!,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,,,,,
Ro-Kyu-Bu! Lost Secret,PSP,2013.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
Devil Survivor: Over Clock,3DS,2015.0,Strategy,Atlus,0.0,0.0,0.02,0.0,0.02,,,,,,
Defendin' De Penguin,DS,2008.0,Strategy,Zushi Games,0.02,0.0,0.0,0.0,0.02,,,,,,
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008.0,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Kokoro Connect: Yochi Random,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Warship Gunner 2 Portable,PSP,2009.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Downtown Nekketsu Jidaigek,3DS,2015.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,,
Spanish for Everyone!,DS,2007.0,Puzzle,Activision,0.02,0.0,0.0,0.0,0.02,,,,,,
Runaway: A Twist of Fate,DS,,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,66.0,5.0,,,Pendulo Studios,T
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
X-Plane 10 Global,PC,2013.0,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02,,,,,,
Drakensang: The Dark Eye,PC,2009.0,Role-Playing,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,,,,,,
WRC 2: FIA World Rally Championship,PC,2011.0,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02,,,,,,
StormLover Karen!!,PSP,2011.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Steins;Gate: Hiyoku Renri no Darling,PS3,2012.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Coded Soul: Uke Keigareshi Idea,PSP,2008.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
AIR,PSP,2007.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
Otoko Yukaku,PSV,2015.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Mount & Blade Collection,PC,2012.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,,,,,,
Mortal Kombat,PC,1994.0,Fighting,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Virtua Pro Football,PS2,2006.0,Sports,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015.0,Action,Compile Heart,0.0,0.0,0.02,0.0,0.02,,,,,,
Adidas Power Soccer 98,PS,1998.0,Sports,Psygnosis,0.01,0.01,0.0,0.0,0.02,,,,,,
Natsuiro High School: Seishun Hakusho,PS4,2015.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,,Racing,,0.0,0.0,0.02,0.0,0.02,,,,,,
Heroes VS,PSP,2013.0,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Sotsugyou II: Neo Generation Special,3DO,1995.0,Simulation,Imageworks,0.0,0.0,0.02,0.0,0.02,,,,,,
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,,,,,,
Kazoku Keikaku,PSP,2010.0,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,,,,,,
Resident Evil 5 HD,XOne,2016.0,Action,Capcom,0.02,0.0,0.0,0.0,0.02,,,,,,
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.02,,,,,,
UFO: Trilogy,PC,2007.0,Strategy,,0.0,0.02,0.0,0.0,0.02,,,,,,
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012.0,Puzzle,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,,,,,,
Aoishiro,PS2,2008.0,Adventure,Success,0.0,0.0,0.02,0.0,0.02,,,,,,
Mount & Blade: Warband,PC,2010.0,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02,,,,,,
PC Engine Best Collection: Tengai Makyou Collection,PSP,2008.0,Role-Playing,Hudson Soft,0.0,0.0,0.02,0.0,0.02,,,,,,
You Don't Know Jack,PC,1995.0,Misc,Vivendi Games,0.02,0.0,0.0,0.0,0.02,,,,,,
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010.0,Misc,Karin Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Dreamer Series: Horse Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,,,tbd,,,
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Muchi Muchi Pork & Pink Sweets,X360,2011.0,Shooter,Cave,0.0,0.0,0.02,0.0,0.02,,,,,,
Meiji Toukyou Renka,PSP,2013.0,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,,
Mushihimesama,X360,2012.0,Action,Cave,0.0,0.0,0.02,0.0,0.02,,,,,,
Higurashi no Naku Koro ni: Jan,PSP,2009.0,Misc,AQ Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Ratchet & Clank Collection,PSV,2014.0,Action,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.02,,,,,,
Elvandia Story,PS2,2007.0,Role-Playing,Spike,0.0,0.0,0.02,0.0,0.02,,,,,,
Winning Post 8 2016,PS4,2016.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Triggerheart Excelica Enhanced,PS2,2009.0,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
Puzzle Star Sweep,PS,1997.0,Puzzle,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,
Battle Spirits: Kiseki no Hasha,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
The Conveni 4,PS2,2006.0,Simulation,Hamster Corporation,0.0,0.0,0.02,0.0,0.02,,,,,,
Kamen Rider: Battride War II,WiiU,2014.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Niko Puchi Girls Runway,3DS,2015.0,Misc,Happinet,0.0,0.0,0.02,0.0,0.02,,,,,,
Seitokai no Ichizon: DS-suru Seitokai,DS,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
Disney Infinity,PSV,2013.0,Action,Disney Interactive Studios,0.01,0.0,0.0,0.0,0.02,,,,,,
Teenage Mutant Ninja Turtles Double Pack,GBA,2006.0,Action,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,,,,,,
Prism Ark: Awake,PS2,2008.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Rozen Maiden: Duellwalzer,PS2,2006.0,Adventure,Taito,0.0,0.0,0.02,0.0,0.02,,,,,,
Rugby 06,XB,2006.0,Sports,Electronic Arts,0.01,0.0,0.0,0.0,0.02,76.0,18.0,tbd,,,
Winter Blast: 9 Snow & Ice Games,Wii,2010.0,Sports,Destineer,0.02,0.0,0.0,0.0,0.02,,,,,,
Coven and Labyrinth of Refrain,PSV,2016.0,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,,,,,,
Natsuiro High School: Seishun Hakusho,PS3,2015.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Uppers,PSV,2016.0,Action,Marvelous Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Shrek / Shark Tale Game Boy Advance Video,GBA,2006.0,Misc,Hasbro Interactive,0.01,0.0,0.0,0.0,0.02,,,,,,
Lovely x Cation 1 & 2,PSV,2015.0,Action,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,,
Ginga Fukei Densetsu: Sapphire,TG16,1995.0,Shooter,Hudson Soft,0.0,0.0,0.02,0.0,0.02,,,,,,
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007.0,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Guitar Freaks V3 & DrumMania V3,PS2,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
The Crow: City of Angels,PS,1997.0,Action,Acclaim Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,
Military History: Commander - Europe at War,PSP,2009.0,Strategy,Slitherine Software,0.0,0.01,0.0,0.01,0.02,,,,,,
Snow Portable,PSP,2007.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
Poyo Poyo Kansatsu Nikki,3DS,2012.0,Action,IE Institute,0.0,0.0,0.02,0.0,0.02,,,,,,
Jinsei Game DS,DS,2006.0,Misc,Atlus,0.0,0.0,0.02,0.0,0.02,,,,,,
Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
7 Roses: A Darkness Rises,PC,2015.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02,,,,,,
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Miyako,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Motto NUGA-CEL!,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Super Dodge Ball,NG,1995.0,Sports,Technos Japan Corporation,0.0,0.0,0.02,0.0,0.02,,,,,,
11eyes: CrossOver,PSP,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Gon: BakuBakuBakuBaku Adventure,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Style Book: Junior City,DS,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Earth Seeker,Wii,2011.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008.0,Strategy,THQ,0.0,0.02,0.0,0.0,0.02,,,,,,
IGT Slots: Lucky Larry's Lobstermania,PC,2011.0,Simulation,Masque Publishing,0.02,0.0,0.0,0.0,0.02,,,tbd,,,
Atlantic Quest,PC,2011.0,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02,,,,,,
Bakumatsu Rock: Ultra Soul,PSV,2014.0,Misc,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Tantei Opera: Milky Holmes,PSP,2010.0,Adventure,,0.0,0.0,0.02,0.0,0.02,,,,,,
PopCap Hits!,X360,2011.0,Misc,PopCap Games,0.0,0.02,0.0,0.0,0.02,,,,,,
Entaku no Seito: The Eternal Legend,PSP,2012.0,Role-Playing,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,,,,,
New Atelier Rorona: Hajimari no Monogatari,3DS,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Cabela's Alaskan Adventure,PS2,,Sports,,0.01,0.01,0.0,0.0,0.02,,,,,,
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010.0,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,,,,,,
Elf Bowling 1 & 2,DS,2005.0,Sports,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016.0,Adventure,,0.0,0.0,0.02,0.0,0.02,,,,,,
Germany's Next Topmodel 2011,Wii,2011.0,Simulation,7G//AMES,0.0,0.02,0.0,0.0,0.02,,,,,,
Heavy Fire: Afghanistan,PC,2011.0,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02,,,3.2,5.0,,
Arabians Lost: The Engagement on Desert,PS2,2007.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2010.0,Simulation,Square Enix,0.0,0.0,0.02,0.0,0.02,,,,,,
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007.0,Misc,Gakken,0.0,0.0,0.02,0.0,0.02,,,,,,
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Starry ? Sky: After Summer,PSP,2013.0,Misc,Asgard,0.0,0.0,0.02,0.0,0.02,,,,,,
Thomas & Friends: Hero of the Rails,Wii,2010.0,Misc,,0.0,0.01,0.0,0.0,0.02,,,,,,
Empire Deluxe,PC,1992.0,Strategy,New World Computing,0.02,0.0,0.0,0.0,0.02,,,,,,
Gallop Racer Inbreed,PS2,2006.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Ketsui: Kizuna Jigoku Tachi Extra,X360,2010.0,Shooter,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006.0,Fighting,Ignition Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Suzumiya Haruhi-Chan no Mahjong,PSP,2011.0,Misc,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002.0,Adventure,Victor Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
Writing and Speaking Beautiful Japanese DS,DS,,Misc,,0.0,0.0,0.02,0.0,0.02,,,,,,
Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006.0,Action,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Koisuru Otome to Shugo no Tate Portable,PSP,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012.0,Action,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,,,,,,
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Princess Frontier Portable,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
Touch Detective (JP sales),DS,2006.0,Adventure,505 Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Voodoo Chronicles: First Sign,PC,2011.0,Adventure,ValuSoft,0.02,0.0,0.0,0.0,0.02,,,,,,
